play_id,play_name,play_family,play_type,run_scheme,run_modifier,pass_concept,pass_modifier,protection,rpo_tag,play_action,formation_id,personnel,beats_front,beats_coverage,beats_pressure,beats_box,preferred_down_distance,preferred_field_zone,tags
gtcounter_rpo_go_out_dbls,GT Counter RPO Go Out DBLS,run,rpo,counter,gt,go_out,base,quick,go_out,false,gun_1rb_2x2_spread_no_te,10,even;over;under,cover2,edge_blitz;field_blitz;nickel_blitz;sim_pressure,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_double_slant_dbls,GT Counter RPO Double Slant DBLS,run,rpo,counter,gt,double_slant,base,quick,double_slant,false,gun_1rb_2x2_spread_no_te,10,even;over;under,cover1;cover3,zero_pressure;edge_blitz;field_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_bubble_dbls,GT Counter RPO Bubble DBLS,run,rpo,counter,gt,bubble,base,quick,bubble,false,gun_1rb_2x2_spread_no_te,10,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_now_dbls,GT Counter RPO Now DBLS,run,rpo,counter,gt,now,base,quick,now,false,gun_1rb_2x2_spread_no_te,10,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_go_out_dot,GT Counter RPO Go Out DOT,run,rpo,counter,gt,go_out,base,quick,go_out,false,gun_1rb_2x2_spread_te_off,11,even;over;under,cover2,edge_blitz;field_blitz;nickel_blitz;sim_pressure,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_bubble_dot,GT Counter RPO Bubble DOT,run,rpo,counter,gt,bubble,base,quick,bubble,false,gun_1rb_2x2_spread_te_off,11,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_now_dot,GT Counter RPO Now DOT,run,rpo,counter,gt,now,base,quick,now,false,gun_1rb_2x2_spread_te_off,11,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_double_slant_tango,GT Counter RPO Double Slant TANGO,run,rpo,counter,gt,double_slant,base,quick,double_slant,false,gun_1rb_3x1_spread_y_middle,10,even;over;under,cover1;cover3,zero_pressure;edge_blitz;field_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_bubble_tango,GT Counter RPO Bubble TANGO,run,rpo,counter,gt,bubble,base,quick,bubble,false,gun_1rb_3x1_spread_y_middle,10,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_now_tango,GT Counter RPO Now TANGO,run,rpo,counter,gt,now,base,quick,now,false,gun_1rb_3x1_spread_y_middle,10,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_double_slant_trips,GT Counter RPO Double Slant TRIPS,run,rpo,counter,gt,double_slant,base,quick,double_slant,false,gun_1rb_3x1_spread_no_te,10,even;over;under,cover1;cover3,zero_pressure;edge_blitz;field_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_bubble_trips,GT Counter RPO Bubble TRIPS,run,rpo,counter,gt,bubble,base,quick,bubble,false,gun_1rb_3x1_spread_no_te,10,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_now_trips,GT Counter RPO Now TRIPS,run,rpo,counter,gt,now,base,quick,now,false,gun_1rb_3x1_spread_no_te,10,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_go_out_top,GT Counter RPO Go Out TOP,run,rpo,counter,gt,go_out,base,quick,go_out,false,gun_1rb_3x1_spread_te_off,11,even;over;under,cover2,edge_blitz;field_blitz;nickel_blitz;sim_pressure,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_double_slant_top,GT Counter RPO Double Slant TOP,run,rpo,counter,gt,double_slant,base,quick,double_slant,false,gun_1rb_3x1_spread_te_off,11,even;over;under,cover1;cover3,zero_pressure;edge_blitz;field_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_bubble_top,GT Counter RPO Bubble TOP,run,rpo,counter,gt,bubble,base,quick,bubble,false,gun_1rb_3x1_spread_te_off,11,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gtcounter_rpo_now_top,GT Counter RPO Now TOP,run,rpo,counter,gt,now,base,quick,now,false,gun_1rb_3x1_spread_te_off,11,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;vs_blitz;hot_answer;quick_game
gycounter_rpo_go_out_dot,GY Counter RPO Go Out DOT,run,rpo,counter,gy,go_out,base,quick,go_out,false,gun_1rb_2x2_spread_te_off,11,even;over;under,cover2,edge_blitz;field_blitz;nickel_blitz;sim_pressure,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;gy;vs_blitz;hot_answer;quick_game
gycounter_rpo_bubble_dot,GY Counter RPO Bubble DOT,run,rpo,counter,gy,bubble,base,quick,bubble,false,gun_1rb_2x2_spread_te_off,11,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;gy;vs_blitz;hot_answer;quick_game
gycounter_rpo_now_dot,GY Counter RPO Now DOT,run,rpo,counter,gy,now,base,quick,now,false,gun_1rb_2x2_spread_te_off,11,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;gy;vs_blitz;hot_answer;quick_game
gycounter_rpo_go_out_top,GY Counter RPO Go Out TOP,run,rpo,counter,gy,go_out,base,quick,go_out,false,gun_1rb_3x1_spread_te_off,11,even;over;under,cover2,edge_blitz;field_blitz;nickel_blitz;sim_pressure,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;gy;vs_blitz;hot_answer;quick_game
gycounter_rpo_double_slant_top,GY Counter RPO Double Slant TOP,run,rpo,counter,gy,double_slant,base,quick,double_slant,false,gun_1rb_3x1_spread_te_off,11,even;over;under,cover1;cover3,zero_pressure;edge_blitz;field_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;gy;vs_blitz;hot_answer;quick_game
gycounter_rpo_bubble_top,GY Counter RPO Bubble TOP,run,rpo,counter,gy,bubble,base,quick,bubble,false,gun_1rb_3x1_spread_te_off,11,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;gy;vs_blitz;hot_answer;quick_game
gycounter_rpo_now_top,GY Counter RPO Now TOP,run,rpo,counter,gy,now,base,quick,now,false,gun_1rb_3x1_spread_te_off,11,even;over;under,cover3;cover4,edge_blitz;field_blitz;boundary_blitz;nickel_blitz,light_box;normal_box,early_down;fourth_short,any,rpo;conflict_defender;gy;vs_blitz;hot_answer;quick_game
izone_insert_rpo_glance_dot,IZ Insert RPO Glance DOT,run,rpo,inside_zone,insert,glance,base,quick,glance,false,gun_1rb_2x2_spread_te_off,11,even;odd;over;under,cover1;cover3,sim_pressure;creeper,normal_box;heavy_box,early_down;fourth_short,any,rpo;conflict_defender;insert;6man_rpo;vs_blitz;hot_answer;quick_game
izone_insert_rpo_quick_out_dot,IZ Insert RPO Quick Out DOT,run,rpo,inside_zone,insert,quick_out,base,quick,quick_out,false,gun_1rb_2x2_spread_te_off,11,even;odd;over;under,cover2;cover3,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;fourth_short,any,rpo;conflict_defender;insert;6man_rpo;vs_blitz;hot_answer;quick_game
hitch_dbls,Hitch DBLS,pass,pass,none,none,hitch,base,quick,none,false,gun_1rb_2x2_spread_no_te,10,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw
hitch_dot,Hitch DOT,pass,pass,none,none,hitch,base,quick,none,false,gun_1rb_2x2_spread_te_off,11,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw
hitch_deuce,Hitch DEUCE,pass,pass,none,none,hitch,base,quick,none,false,gun_1rb_2x2_spread_te_on,11,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw
hitch_tango,Hitch TANGO,pass,pass,none,none,hitch,base,quick,none,false,gun_1rb_3x1_spread_y_middle,10,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw
hitch_trips,Hitch TRIPS,pass,pass,none,none,hitch,base,quick,none,false,gun_1rb_3x1_spread_no_te,10,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw
hitch_top,Hitch TOP,pass,pass,none,none,hitch,base,quick,none,false,gun_1rb_3x1_spread_te_off,11,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw
hitch_trey,Hitch TREY,pass,pass,none,none,hitch,base,quick,none,false,gun_1rb_3x1_spread_te_on,11,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw
hitch_duff,Hitch DUFF,pass,pass,none,none,hitch,base,quick,none,false,gun_1rb_2x2_spread_2te_off,12,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw
hitch_dice,Hitch DICE,pass,pass,none,none,hitch,base,quick,none,false,gun_1rb_2x2_spread_2te_on,12,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw
hitch_empty,Hitch EMPTY,pass,pass,none,none,hitch,base,quick,none,false,gun_empty_3x2_spread_no_te,00,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw;empty
hitch_quads,Hitch QUADS,pass,pass,none,none,hitch,base,quick,none,false,gun_empty_4x1_spread_no_te,00,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw;empty;quads
hitch_frog,Hitch FROG,pass,pass,none,none,hitch,base,quick,none,false,gun_1rb_3x1_spread_te_attached_away,11,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw
hitch_wing,Hitch WING,pass,pass,none,none,hitch,base,quick,none,false,gun_1rb_2x2_spread_wing,12,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw
hitch_bunch,Hitch BUNCH,pass,pass,none,none,hitch,base,quick,none,false,gun_1rb_3x1_bunch_te_on,11,any,cover3;cover4,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,early_down;second_medium;third_short;fourth_short,any,quick_game;rhythm_throw;access_throw;bunch
snag_corner_flat_dbls,Snag Corner Flat DBLS,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_1rb_2x2_spread_no_te,10,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag
snag_corner_flat_dot,Snag Corner Flat DOT,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_1rb_2x2_spread_te_off,11,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag
snag_corner_flat_deuce,Snag Corner Flat DEUCE,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_1rb_2x2_spread_te_on,11,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag
snag_corner_flat_tango,Snag Corner Flat TANGO,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_1rb_3x1_spread_y_middle,10,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag
snag_corner_flat_trips,Snag Corner Flat TRIPS,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_1rb_3x1_spread_no_te,10,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag
snag_corner_flat_top,Snag Corner Flat TOP,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_1rb_3x1_spread_te_off,11,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag
snag_corner_flat_trey,Snag Corner Flat TREY,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_1rb_3x1_spread_te_on,11,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag
snag_corner_flat_duff,Snag Corner Flat DUFF,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_1rb_2x2_spread_2te_off,12,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag
snag_corner_flat_dice,Snag Corner Flat DICE,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_1rb_2x2_spread_2te_on,12,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag
snag_corner_flat_empty,Snag Corner Flat EMPTY,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_empty_3x2_spread_no_te,00,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag;empty
snag_corner_flat_quads,Snag Corner Flat QUADS,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_empty_4x1_spread_no_te,00,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag;empty;quads
snag_corner_flat_frog,Snag Corner Flat FROG,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_1rb_3x1_spread_te_attached_away,11,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag
snag_corner_flat_wing,Snag Corner Flat WING,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_1rb_2x2_spread_wing,12,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;backside_tag
snag_corner_flat_bunch,Snag Corner Flat BUNCH,pass,pass,none,none,snag_corner_flat,base,quick,none,false,gun_1rb_3x1_bunch_te_on,11,any,cover2;cover3;cover4;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short;third_short;fourth_short;second_medium;third_medium;fourth_medium,any,quick_game;triangle_read;high_low;horizontal_stretch;man_rub;backside_tag;bunch
go_out_dbls,Go Out DBLS,pass,pass,none,none,go_out,base,quick,none,false,gun_1rb_2x2_spread_no_te,10,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater
go_out_dot,Go Out DOT,pass,pass,none,none,go_out,base,quick,none,false,gun_1rb_2x2_spread_te_off,11,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater
go_out_deuce,Go Out DEUCE,pass,pass,none,none,go_out,base,quick,none,false,gun_1rb_2x2_spread_te_on,11,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater
go_out_tango,Go Out TANGO,pass,pass,none,none,go_out,base,quick,none,false,gun_1rb_3x1_spread_y_middle,10,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater
go_out_trips,Go Out TRIPS,pass,pass,none,none,go_out,base,quick,none,false,gun_1rb_3x1_spread_no_te,10,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater
go_out_top,Go Out TOP,pass,pass,none,none,go_out,base,quick,none,false,gun_1rb_3x1_spread_te_off,11,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater
go_out_trey,Go Out TREY,pass,pass,none,none,go_out,base,quick,none,false,gun_1rb_3x1_spread_te_on,11,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater
go_out_duff,Go Out DUFF,pass,pass,none,none,go_out,base,quick,none,false,gun_1rb_2x2_spread_2te_off,12,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater
go_out_dice,Go Out DICE,pass,pass,none,none,go_out,base,quick,none,false,gun_1rb_2x2_spread_2te_on,12,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater
go_out_empty,Go Out EMPTY,pass,pass,none,none,go_out,base,quick,none,false,gun_empty_3x2_spread_no_te,00,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater;empty
go_out_frog,Go Out FROG,pass,pass,none,none,go_out,base,quick,none,false,gun_1rb_3x1_spread_te_attached_away,11,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater
go_out_wing,Go Out WING,pass,pass,none,none,go_out,base,quick,none,false,gun_1rb_2x2_spread_wing,12,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater
go_out_bunch,Go Out BUNCH,pass,pass,none,none,go_out,base,quick,none,false,gun_1rb_3x1_bunch_te_on,11,any,cover2;cover3;man,edge_blitz;field_blitz;nickel_blitz;sim_pressure,normal_box;heavy_box,second_short,any,quick_game;vertical_stretch;flat_stretch;sideline_read;cover_2_beater;cover_3_beater;bunch
y_cross_dbls,Y Cross DBLS,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_2x2_spread_no_te,10,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play
y_cross_dbls_pa,Y Cross DBLS PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_2x2_spread_no_te,10,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;play_action
y_cross_dot,Y Cross DOT,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_2x2_spread_te_off,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play
y_cross_dot_pa,Y Cross DOT PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_2x2_spread_te_off,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;play_action
y_cross_deuce,Y Cross DEUCE,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_2x2_spread_te_on,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play
y_cross_deuce_pa,Y Cross DEUCE PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_2x2_spread_te_on,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;play_action
y_cross_tango,Y Cross TANGO,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_3x1_spread_y_middle,10,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play
y_cross_tango_pa,Y Cross TANGO PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_3x1_spread_y_middle,10,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;play_action
y_cross_trips,Y Cross TRIPS,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_3x1_spread_no_te,10,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play
y_cross_trips_pa,Y Cross TRIPS PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_3x1_spread_no_te,10,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;play_action
y_cross_top,Y Cross TOP,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_3x1_spread_te_off,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play
y_cross_top_pa,Y Cross TOP PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_3x1_spread_te_off,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;play_action
y_cross_trey,Y Cross TREY,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_3x1_spread_te_on,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play
y_cross_trey_pa,Y Cross TREY PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_3x1_spread_te_on,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;play_action
y_cross_bunch,Y Cross BUNCH,pass,pass,none,none,y_cross,intermediate,5man,none,false,gun_1rb_3x1_bunch_te_on,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;bunch
y_cross_bunch_pa,Y Cross BUNCH PA,pass,pass,none,none,y_cross,intermediate,6man,none,true,gun_1rb_3x1_bunch_te_on,11,any,cover3;cover4;man,none,normal_box;heavy_box,second_short;second_medium;third_medium;fourth_medium;second_long;third_long,any,intermediate_pass;air_raid;crossing_route;man_beater;shot_play;play_action;bunch
